Marque,Modele,Annee_modele,Km,Date_premiere_mise_en_circulation,Carburant,Boite_vitesse,Puissance,Critere_air,Couleur,Type_vehicule,Pays,Prix_neuf,Prix_occassion
Peugeot,5008,2022,43998,2024-06-11,Diesel,Manuelle,90,Euro 6,Blanc,SUV,Italie,42000,38610.0
Mercedes,Classe C,2016,104487,2018-05-21,Diesel,Manuelle,200,Euro 5,Gris,Monospace,Italie,55000,37620.0
Audi,Q5,2006,210771,2006-02-22,Essence,Manuelle,130,Euro 3,Blanc,Berline,USA,65000,16325.0
Citroen,C5 Aircross,2007,99639,2008-09-22,Essence,Automatique,130,Euro 3,Rouge,Monospace,Allemagne,35000,14920.0
Ford,Focus,2007,208195,2008-03-05,Gaz,Manuelle,90,Euro 3,Bleu,Monospace,Italie,26000,8236.0
Hyundai,i30,2006,67988,2009-11-14,Gaz,Manuelle,200,Euro 3,Blanc,Break,Japon,22000,10200.0
Renault,Captur,2022,15692,2023-06-13,Diesel,Manuelle,130,Euro 6,Rouge,SUV,Japon,28000,27249.0
Tesla,Model S,2019,222296,2020-12-07,Diesel,Automatique,110,Euro 5,Bleu,SUV,Japon,95000,61803.0
Renault,Captur,2016,81885,2019-09-14,Gaz,Automatique,150,Euro 5,Noir,Monospace,Espagne,28000,22440.0
Ford,Focus,2006,49659,2007-07-16,Diesel,Manuelle,150,Euro 3,Gris,SUV,Allemagne,26000,11550.0
Citroen,C5 Aircross,2006,42736,2007-12-20,Gaz,Manuelle,90,Euro 3,Rouge,SUV,Italie,35000,15708.0
Toyota,Corolla,2022,177471,2022-12-26,Diesel,Automatique,130,Euro 6,Bleu,Monospace,Japon,28000,24101.0
Audi,A4,2012,236886,2013-03-21,Hybride,Automatique,90,Euro 1,Gris,Break,USA,48000,22099.0
Kia,Sportage,2019,239670,2019-03-02,Essence,Automatique,130,Euro 5,Bleu,Break,France,34000,22506.0
Audi,A4,2010,159085,2011-07-05,Gaz,Automatique,110,Euro 4,Rouge,Crossover,Allemagne,48000,22618.0
Peugeot,208,2020,14498,2021-09-12,Diesel,Manuelle,110,Euro 6,Bleu,SUV,USA,18000,16617.0
Tesla,Model S,2022,92212,2023-10-06,Electrique,Automatique,130,Euro 1,Gris,Monospace,Espagne,95000,87805.0
BMW,X5,2007,108238,2009-09-26,Gaz,Manuelle,110,Euro 3,Bleu,Break,Italie,80000,32214.0
Renault,Talisman,2024,203681,2026-01-01,Hybride,Manuelle,130,Euro 1,Gris,SUV,Allemagne,40000,35440.0
Ford,Fiesta,2010,82872,2011-05-08,Hybride,Automatique,110,Euro 1,Gris,Crossover,USA,18000,12050.0
Hyundai,Tucson,2014,30446,2015-11-04,Gaz,Automatique,90,Euro 4,Noir,SUV,USA,35000,26398.0
Tesla,Model X,2018,27441,2019-03-15,Diesel,Automatique,200,Euro 5,Bleu,Monospace,USA,120000,99200.0
BMW,Serie 1,2010,42457,2011-08-02,Hybride,Automatique,150,Euro 1,Gris,Break,Espagne,35000,22410.0
Audi,Q5,2011,171629,2012-07-12,Diesel,Manuelle,110,Euro 4,Bleu,Monospace,USA,65000,29084.0
Ford,Fiesta,2010,247443,2011-06-22,Hybride,Automatique,150,Euro 1,Noir,Break,USA,18000,8330.0
Volkswagen,Golf,2008,38826,2010-02-22,Diesel,Manuelle,200,Euro 3,Rouge,SUV,USA,25000,13230.0
Hyundai,Tucson,2008,217827,2009-09-07,Essence,Manuelle,150,Euro 3,Blanc,SUV,USA,35000,11005.0
BMW,Serie 1,2018,14585,2018-01-28,Electrique,Automatique,200,Euro 1,Rouge,Monospace,Italie,35000,35640.0
Peugeot,5008,2014,55165,2017-03-03,Hybride,Automatique,90,Euro 1,Bleu,Break,Italie,42000,31135.0
Volkswagen,Passat,2014,74661,2015-06-03,Essence,Manuelle,150,Euro 4,Gris,Monospace,Japon,36000,22995.0
Renault,Clio,2021,10802,2022-11-19,Electrique,Automatique,130,Euro 1,Noir,Berline,Espagne,17000,22770.0
Dacia,Sandero,2007,148812,2009-04-30,Gaz,Manuelle,200,Euro 3,Gris,Monospace,Japon,15900,6790.0
Tesla,Model S,2010,182840,2010-08-10,Hybride,Automatique,90,Euro 1,Gris,Break,USA,95000,40360.0
Volkswagen,Arteon,2018,135852,2020-11-13,Electrique,Manuelle,200,Euro 1,Rouge,Crossover,Japon,48000,37950.0
BMW,X5,2007,49654,2010-01-18,Diesel,Automatique,90,Euro 3,Bleu,Berline,Espagne,80000,37305.0
BMW,X5,2015,177003,2016-08-14,Hybride,Manuelle,130,Euro 1,Bleu,Crossover,France,80000,47208.0
Tesla,Model S,2006,176218,2009-08-23,Gaz,Automatique,90,Euro 3,Rouge,Break,France,95000,28826.0
Volkswagen,Passat,2007,45722,2007-07-15,Gaz,Automatique,110,Euro 3,Bleu,Crossover,USA,36000,18270.0
Peugeot,208,2024,51479,2027-03-10,Essence,Manuelle,110,Euro 6,Rouge,Berline,USA,18000,17195.0
Citroen,C4,2024,41194,2027-05-08,Essence,Automatique,130,Euro 6,Noir,Monospace,Espagne,24000,25248.0
Ford,Focus,2013,105613,2016-01-26,Hybride,Automatique,130,Euro 1,Blanc,Monospace,Allemagne,26000,18411.0
Mercedes,Classe A,2020,59734,2021-03-20,Electrique,Automatique,110,Euro 1,Rouge,Monospace,USA,38000,38263.0
BMW,Serie 3,2009,225387,2010-03-07,Diesel,Manuelle,110,Euro 3,Blanc,SUV,USA,45000,15213.0
Peugeot,308,2017,142574,2020-05-26,Diesel,Manuelle,150,Euro 5,Rouge,Crossover,Japon,30000,20475.0
Renault,Captur,2008,44917,2011-12-06,Gaz,Manuelle,200,Euro 3,Blanc,Crossover,France,28000,15120.0
Renault,Clio,2020,138369,2022-01-13,Hybride,Manuelle,90,Euro 1,Blanc,Monospace,USA,17000,15675.0
Ford,Fiesta,2009,52892,2011-12-22,Essence,Automatique,130,Euro 3,Blanc,Crossover,USA,18000,10150.0
BMW,Serie 3,2024,11843,2025-07-25,Essence,Automatique,90,Euro 6,Rouge,Berline,Italie,45000,46431.0
Ford,Kuga,2013,113007,2016-03-29,Gaz,Automatique,150,Euro 4,Gris,Berline,Italie,34000,21840.0
Mercedes,Classe A,2010,235938,2010-02-09,Hybride,Manuelle,150,Euro 1,Gris,SUV,Japon,38000,14875.0
Audi,A4,2021,77126,2023-02-20,Diesel,Automatique,130,Euro 6,Blanc,SUV,USA,48000,43092.0
Volkswagen,Tiguan,2011,146858,2014-09-11,Hybride,Automatique,200,Euro 1,Rouge,Break,USA,40000,22090.0
Peugeot,5008,2010,56306,2012-12-30,Hybride,Automatique,130,Euro 1,Bleu,Crossover,Allemagne,42000,25599.0
Peugeot,3008,2022,83093,2024-09-10,Gaz,Automatique,90,Euro 6,Noir,Break,Espagne,35000,33884.0
Ford,Kuga,2007,96782,2010-10-23,Diesel,Manuelle,200,Euro 3,Gris,Berline,Allemagne,34000,14400.0
Hyundai,i20,2019,237506,2020-01-11,Electrique,Manuelle,130,Euro 1,Noir,Berline,USA,19500,15996.0
Ford,Focus,2012,200841,2014-08-19,Diesel,Automatique,150,Euro 4,Rouge,Crossover,Japon,26000,12980.0
Toyota,RAV4,2011,205775,2013-01-08,Essence,Automatique,200,Euro 4,Noir,Monospace,Espagne,37000,16400.0
Peugeot,208,2019,113744,2019-06-03,Electrique,Manuelle,110,Euro 1,Noir,Break,USA,18000,17834.0
Audi,A3,2009,19967,2012-12-12,Essence,Automatique,110,Euro 3,Noir,Crossover,Espagne,34000,19494.0
Dacia,Spring,2022,237963,2024-01-08,Essence,Manuelle,130,Euro 6,Blanc,SUV,France,22000,15833.0
Citroen,C4,2013,188363,2013-01-31,Gaz,Automatique,90,Euro 4,Blanc,Crossover,USA,24000,13916.0
Renault,Talisman,2020,113815,2022-06-06,Hybride,Manuelle,130,Euro 1,Bleu,Crossover,Italie,40000,34111.0
Renault,Captur,2006,77418,2009-03-26,Essence,Automatique,130,Euro 3,Blanc,Break,France,28000,11817.0
Tesla,Model 3,2021,149245,2022-07-06,Essence,Manuelle,110,Euro 6,Blanc,Berline,France,45000,34727.0
BMW,Serie 1,2023,22449,2025-09-25,Gaz,Manuelle,150,Euro 6,Gris,Monospace,France,35000,36100.0
Ford,Focus,2016,56040,2017-11-22,Gaz,Automatique,150,Euro 5,Blanc,SUV,France,26000,22010.0
BMW,Serie 5,2017,235103,2017-08-23,Diesel,Manuelle,150,Euro 5,Rouge,Berline,Italie,65000,37240.0
Mercedes,Classe A,2011,61912,2011-09-23,Essence,Automatique,150,Euro 4,Noir,SUV,Japon,38000,22275.0
Toyota,Hilux,2020,220869,2023-11-11,Diesel,Manuelle,90,Euro 6,Bleu,Break,USA,45000,30294.0
Citroen,C4,2009,148105,2012-06-27,Diesel,Manuelle,90,Euro 3,Noir,Monospace,Japon,24000,10209.0
BMW,X5,2015,149700,2018-09-07,Gaz,Automatique,150,Euro 5,Bleu,Berline,Espagne,80000,50150.0
BMW,X5,2021,73063,2023-03-11,Gaz,Automatique,90,Euro 6,Bleu,Monospace,Allemagne,80000,70896.0
Ford,Kuga,2005,245019,2006-11-08,Diesel,Manuelle,200,Euro 3,Blanc,SUV,France,34000,6840.0
Toyota,Hilux,2011,118639,2012-06-25,Gaz,Manuelle,150,Euro 4,Rouge,Crossover,France,45000,24000.0
Ford,Kuga,2022,53668,2022-03-08,Gaz,Manuelle,130,Euro 6,Gris,Crossover,France,34000,32752.0
Toyota,Corolla,2005,108422,2005-11-08,Gaz,Automatique,90,Euro 3,Noir,Monospace,Italie,28000,10692.0
Tesla,Model S,2016,170401,2016-07-26,Hybride,Manuelle,150,Euro 1,Gris,SUV,France,95000,58705.0
Kia,Rio,2011,151778,2013-01-23,Essence,Automatique,150,Euro 4,Gris,SUV,Espagne,18900,9844.0
BMW,Serie 3,2019,23178,2019-11-14,Gaz,Automatique,110,Euro 5,Blanc,Monospace,USA,45000,41168.0
Citroen,C3,2016,95946,2016-10-18,Hybride,Automatique,130,Euro 1,Blanc,Monospace,Allemagne,16000,14941.0
Tesla,Model 3,2017,94642,2017-06-26,Hybride,Manuelle,200,Euro 1,Noir,Break,USA,45000,35000.0
Mercedes,Classe C,2021,218959,2022-01-21,Electrique,Manuelle,130,Euro 1,Noir,SUV,Japon,55000,42910.0
Kia,Ceed,2007,216146,2009-08-07,Gaz,Automatique,130,Euro 3,Rouge,Monospace,Italie,23000,7784.0
Mercedes,Classe C,2022,49632,2023-08-08,Hybride,Automatique,130,Euro 1,Gris,Break,Espagne,55000,55170.0
Toyota,RAV4,2013,10965,2013-01-01,Gaz,Automatique,110,Euro 4,Gris,Monospace,Espagne,37000,27456.0
Renault,Captur,2021,212858,2024-05-22,Hybride,Manuelle,110,Euro 1,Blanc,Berline,France,28000,22470.0
Renault,Captur,2018,107051,2018-02-08,Essence,Manuelle,90,Euro 5,Noir,Monospace,USA,28000,20088.0
Hyundai,i20,2005,208953,2005-06-09,Essence,Manuelle,110,Euro 3,Blanc,Berline,Espagne,19500,4508.0
BMW,Serie 1,2014,197605,2014-05-22,Diesel,Automatique,90,Euro 4,Noir,SUV,France,35000,19329.0
Peugeot,308,2006,220080,2008-03-16,Gaz,Automatique,90,Euro 3,Rouge,Crossover,France,30000,8256.0
BMW,X5,2017,220397,2017-11-02,Hybride,Automatique,130,Euro 1,Noir,Berline,USA,80000,49191.0
Renault,Talisman,2013,145418,2016-09-12,Essence,Manuelle,150,Euro 4,Rouge,Crossover,France,40000,21465.0
Mercedes,Classe C,2013,170642,2013-05-18,Hybride,Manuelle,200,Euro 1,Rouge,Crossover,USA,55000,30000.0
Audi,Q5,2012,124054,2014-03-30,Essence,Automatique,150,Euro 4,Bleu,Monospace,Allemagne,65000,35100.0
Kia,Sportage,2019,22595,2019-02-16,Essence,Manuelle,90,Euro 5,Rouge,SUV,Japon,34000,28137.0
Toyota,Yaris,2012,138344,2013-03-07,Hybride,Manuelle,130,Euro 1,Rouge,Monospace,Italie,19000,11883.0
Volkswagen,Golf,2010,115073,2011-04-29,Essence,Automatique,150,Euro 4,Noir,Monospace,Espagne,25000,12925.0
Dacia,Sandero,2016,249505,2019-09-12,Hybride,Automatique,150,Euro 1,Noir,Monospace,Allemagne,15900,11648.0
Peugeot,308,2009,189887,2009-03-16,Essence,Automatique,130,Euro 3,Bleu,Break,Italie,30000,11951.0
Renault,Talisman,2008,155781,2010-09-29,Gaz,Manuelle,130,Euro 3,Noir,Berline,Italie,40000,15836.0
Kia,Ceed,2008,180736,2008-02-01,Diesel,Automatique,200,Euro 3,Bleu,SUV,USA,23000,9180.0
Hyundai,i20,2006,147231,2008-02-13,Essence,Manuelle,150,Euro 3,Gris,Break,USA,19500,6400.0
Dacia,Sandero,2023,249578,2025-07-04,Essence,Manuelle,130,Euro 6,Bleu,Monospace,Espagne,15900,11826.0
Toyota,Corolla,2023,203030,2024-03-24,Essence,Automatique,200,Euro 6,Rouge,Berline,Espagne,28000,23870.0
Hyundai,Tucson,2023,64253,2023-01-14,Hybride,Automatique,90,Euro 1,Rouge,Crossover,Espagne,35000,37219.0
Kia,Rio,2023,18147,2024-10-31,Gaz,Automatique,90,Euro 6,Rouge,Break,USA,18900,22368.0
BMW,Serie 3,2015,169170,2015-12-16,Gaz,Manuelle,90,Euro 5,Blanc,Break,France,45000,27018.0
Citroen,C4,2022,41544,2025-07-07,Essence,Manuelle,200,Euro 6,Gris,Break,Espagne,24000,22500.0
Citroen,C4,2013,191727,2014-02-15,Gaz,Automatique,200,Euro 4,Rouge,Monospace,Italie,24000,14160.0
Mercedes,GLC,2008,180001,2011-07-06,Diesel,Manuelle,130,Euro 3,Gris,Break,Japon,85000,29342.0
Dacia,Sandero,2009,197240,2010-06-12,Diesel,Manuelle,90,Euro 3,Blanc,SUV,USA,15900,6048.0
Mercedes,Classe C,2020,193032,2022-04-25,Essence,Manuelle,110,Euro 6,Rouge,Crossover,France,55000,38019.0
BMW,X5,2011,156710,2012-06-20,Diesel,Manuelle,130,Euro 4,Noir,Berline,Japon,80000,37398.0
Volkswagen,Arteon,2006,188107,2006-06-27,Diesel,Manuelle,130,Euro 3,Gris,Break,Italie,48000,13804.0
Audi,A6,2007,126589,2009-11-29,Gaz,Manuelle,130,Euro 3,Rouge,Berline,Allemagne,72000,27676.0
Hyundai,i30,2023,197378,2026-03-07,Diesel,Manuelle,110,Euro 6,Rouge,Break,USA,22000,18018.0
BMW,Serie 5,2022,176222,2022-09-26,Gaz,Automatique,90,Euro 6,Blanc,SUV,France,65000,53438.0
Hyundai,i30,2010,83401,2011-05-19,Essence,Manuelle,200,Euro 4,Gris,Crossover,Japon,22000,11500.0
Toyota,Corolla,2008,160065,2011-05-16,Diesel,Automatique,150,Euro 3,Gris,Break,Japon,28000,11340.0
Ford,Fiesta,2014,145843,2015-08-02,Diesel,Manuelle,90,Euro 4,Gris,Monospace,Japon,18000,10584.0
Renault,Megane,2005,38325,2005-12-20,Gaz,Automatique,130,Euro 3,Noir,Berline,France,25000,11920.0
Peugeot,308,2005,161679,2007-01-31,Essence,Automatique,130,Euro 3,Gris,SUV,Japon,30000,8721.0
Toyota,Corolla,2011,65383,2013-07-20,Essence,Manuelle,110,Euro 4,Bleu,Berline,Espagne,28000,15455.0
Kia,Ceed,2023,31218,2025-05-23,Essence,Manuelle,150,Euro 6,Noir,Crossover,Espagne,23000,22090.0
Renault,Captur,2009,245430,2011-11-27,Essence,Automatique,130,Euro 3,Rouge,Break,Espagne,28000,9393.0
Mercedes,GLC,2011,175978,2014-10-31,Gaz,Automatique,90,Euro 4,Rouge,Break,France,85000,39336.0
Tesla,Model 3,2017,110688,2019-10-22,Gaz,Automatique,200,Euro 5,Bleu,Berline,France,45000,34340.0
Renault,Captur,2009,35000,2009-02-21,Diesel,Manuelle,110,Euro 3,Noir,Monospace,Allemagne,28000,15132.0
BMW,Serie 3,2010,107604,2012-08-10,Diesel,Manuelle,130,Euro 4,Noir,Break,France,45000,22224.0
Kia,Ceed,2014,91208,2016-09-10,Hybride,Automatique,150,Euro 1,Bleu,Break,Espagne,23000,17995.0
Volkswagen,Passat,2012,196956,2015-06-22,Hybride,Automatique,90,Euro 1,Noir,Crossover,Japon,36000,18855.0
Volkswagen,Golf,2017,212682,2017-04-18,Diesel,Automatique,110,Euro 5,Gris,Break,USA,25000,16298.0
Hyundai,i20,2021,13187,2022-10-01,Hybride,Automatique,90,Euro 1,Rouge,Monospace,Espagne,19500,22860.0
Renault,Megane,2018,153631,2020-02-04,Gaz,Automatique,110,Euro 5,Noir,Berline,USA,25000,19832.0
Ford,Fiesta,2005,237274,2005-04-30,Diesel,Automatique,90,Euro 3,Rouge,SUV,France,18000,4180.0
Toyota,Corolla,2008,172432,2008-09-04,Diesel,Automatique,90,Euro 3,Rouge,Crossover,Espagne,28000,10815.0
Peugeot,208,2015,115975,2017-06-16,Hybride,Automatique,110,Euro 1,Gris,Crossover,Japon,18000,14942.0
Toyota,Yaris,2024,145072,2026-05-14,Gaz,Automatique,200,Euro 6,Rouge,Break,USA,19000,21070.0
Peugeot,3008,2017,67388,2018-10-19,Gaz,Automatique,150,Euro 5,Noir,SUV,Allemagne,35000,29200.0
Kia,Rio,2008,66697,2010-04-21,Essence,Automatique,90,Euro 3,Blanc,Monospace,France,18900,9568.0
Kia,Ceed,2007,249345,2009-05-20,Essence,Automatique,150,Euro 3,Bleu,Crossover,Japon,23000,6375.0
Dacia,Duster,2022,107137,2022-06-21,Electrique,Automatique,130,Euro 1,Gris,SUV,USA,19900,23688.0
BMW,Serie 5,2018,122818,2021-03-18,Hybride,Automatique,110,Euro 1,Rouge,Break,France,65000,49770.0
Citroen,C3,2020,26204,2023-07-02,Essence,Manuelle,110,Euro 6,Gris,SUV,Allemagne,16000,13846.0
Volkswagen,Tiguan,2015,222292,2017-07-11,Diesel,Manuelle,130,Euro 5,Rouge,Crossover,Allemagne,40000,21063.0
Hyundai,i30,2015,167773,2016-06-14,Essence,Automatique,200,Euro 5,Rouge,Break,USA,22000,14250.0
Citroen,C5 Aircross,2007,96088,2010-07-22,Diesel,Automatique,130,Euro 3,Gris,Berline,Japon,35000,15320.0
Renault,Captur,2008,79426,2009-05-01,Diesel,Automatique,110,Euro 3,Noir,Break,Espagne,28000,13995.0
Hyundai,i20,2024,115105,2025-06-30,Essence,Manuelle,130,Euro 6,Rouge,SUV,USA,19500,17622.0
Hyundai,i30,2007,248897,2008-11-23,Gaz,Manuelle,130,Euro 3,Gris,SUV,Espagne,22000,6200.0
Volkswagen,Tiguan,2017,130961,2017-06-06,Gaz,Automatique,90,Euro 5,Bleu,SUV,USA,40000,29304.0
Volkswagen,Arteon,2008,62024,2008-07-07,Gaz,Automatique,90,Euro 3,Noir,Monospace,USA,48000,24104.0
Tesla,Model X,2020,171149,2022-08-25,Hybride,Manuelle,200,Euro 1,Bleu,Monospace,Allemagne,120000,88750.0
Mercedes,Classe A,2015,200633,2018-11-04,Hybride,Manuelle,130,Euro 1,Blanc,Break,USA,38000,22419.0
Peugeot,3008,2009,36245,2010-07-27,Gaz,Manuelle,150,Euro 3,Rouge,SUV,Japon,35000,19760.0
Citroen,C4,2018,161992,2019-05-10,Diesel,Manuelle,110,Euro 5,Noir,Monospace,Italie,24000,16566.0
Hyundai,Tucson,2012,74651,2013-04-16,Essence,Automatique,110,Euro 4,Noir,Break,France,35000,21147.0
Dacia,Duster,2010,164299,2012-09-22,Essence,Manuelle,90,Euro 4,Bleu,Monospace,USA,19900,8316.0
Kia,Sportage,2022,105443,2022-06-06,Essence,Manuelle,130,Euro 6,Bleu,Break,Espagne,34000,28812.0
Mercedes,Classe A,2011,76966,2013-12-15,Hybride,Automatique,90,Euro 1,Gris,Monospace,France,38000,23706.0
Peugeot,308,2008,195304,2010-10-03,Essence,Manuelle,130,Euro 3,Rouge,Monospace,Japon,30000,9999.0
Ford,Focus,2023,205468,2024-04-19,Diesel,Manuelle,110,Euro 6,Blanc,Crossover,France,26000,20867.0
Volkswagen,Arteon,2024,158779,2026-04-08,Diesel,Automatique,110,Euro 6,Rouge,Break,USA,48000,43435.0
Ford,Fiesta,2013,165228,2014-02-19,Gaz,Automatique,130,Euro 4,Noir,SUV,Allemagne,18000,11628.0
Hyundai,i20,2013,139603,2015-03-08,Gaz,Automatique,110,Euro 4,Rouge,Break,USA,19500,13014.0
Renault,Talisman,2014,200221,2017-11-15,Essence,Automatique,90,Euro 4,Bleu,SUV,Allemagne,40000,20950.0
Mercedes,Classe E,2018,174041,2020-09-18,Essence,Automatique,200,Euro 5,Noir,Break,Allemagne,75000,50700.0
Tesla,Model 3,2014,222471,2016-09-14,Gaz,Automatique,90,Euro 4,Noir,Monospace,France,45000,23712.0
Toyota,RAV4,2011,194331,2012-01-13,Essence,Automatique,110,Euro 4,Blanc,Crossover,France,37000,16422.0
Toyota,Yaris,2006,200717,2008-02-06,Diesel,Manuelle,150,Euro 3,Blanc,Break,USA,19000,5330.0
BMW,Serie 3,2010,53835,2010-05-16,Diesel,Automatique,130,Euro 4,Noir,Crossover,Japon,45000,25599.0
Mercedes,GLC,2014,107710,2016-08-18,Diesel,Automatique,150,Euro 4,Blanc,SUV,USA,85000,53100.0
Mercedes,Classe E,2009,100877,2009-12-11,Gaz,Manuelle,110,Euro 3,Bleu,SUV,France,75000,34920.0
Toyota,Corolla,2012,41438,2014-04-18,Diesel,Automatique,110,Euro 4,Bleu,Berline,Espagne,28000,18660.0
Dacia,Duster,2008,243985,2008-05-09,Diesel,Manuelle,130,Euro 3,Bleu,Monospace,France,19900,5936.0
Volkswagen,Arteon,2023,209303,2024-08-15,Electrique,Manuelle,90,Euro 1,Gris,SUV,Allemagne,48000,41503.0
Dacia,Duster,2006,12083,2007-07-27,Essence,Manuelle,200,Euro 3,Gris,Break,USA,19900,9405.0
Ford,Fiesta,2007,200241,2007-03-12,Essence,Manuelle,90,Euro 3,Bleu,Berline,France,18000,5191.0
BMW,Serie 1,2022,163234,2025-08-16,Essence,Automatique,110,Euro 6,Gris,Crossover,Italie,35000,28938.0
Toyota,Yaris,2008,165127,2009-10-22,Essence,Automatique,110,Euro 3,Blanc,Monospace,Espagne,19000,7596.0
Hyundai,i20,2019,112898,2019-11-13,Hybride,Automatique,130,Euro 1,Bleu,SUV,Espagne,19500,19092.0
Audi,A3,2021,176858,2022-12-26,Essence,Automatique,90,Euro 6,Noir,Crossover,Japon,34000,26566.0
Hyundai,Tucson,2006,244109,2009-08-17,Essence,Manuelle,90,Euro 3,Gris,Break,Italie,35000,7678.0
BMW,X5,2008,227937,2011-10-25,Essence,Automatique,130,Euro 3,Noir,Monospace,France,80000,24690.0
Ford,Focus,2021,95126,2021-07-06,Electrique,Automatique,150,Euro 1,Noir,Monospace,Espagne,26000,28290.0
Peugeot,208,2009,162183,2009-02-23,Essence,Manuelle,90,Euro 3,Blanc,SUV,Espagne,18000,6981.0
Tesla,Model X,2023,112599,2025-12-07,Electrique,Manuelle,90,Euro 1,Blanc,SUV,Allemagne,120000,108274.0
Toyota,Yaris,2018,185101,2019-12-14,Electrique,Automatique,200,Euro 1,Blanc,Monospace,USA,19000,17920.0
BMW,Serie 1,2008,98078,2009-05-14,Gaz,Manuelle,150,Euro 3,Bleu,Crossover,France,35000,16340.0
Toyota,Yaris,2005,13193,2006-06-27,Diesel,Manuelle,200,Euro 3,Noir,Berline,USA,19000,8820.0
Toyota,Yaris,2022,226457,2024-11-06,Electrique,Automatique,200,Euro 1,Rouge,Monospace,USA,19000,20160.0
Toyota,Hilux,2006,90560,2006-07-06,Essence,Manuelle,90,Euro 3,Gris,Berline,Allemagne,45000,16613.0
Toyota,Hilux,2006,203226,2009-03-04,Gaz,Manuelle,150,Euro 3,Gris,Crossover,Italie,45000,12480.0
Hyundai,Tucson,2012,35595,2012-11-27,Essence,Automatique,130,Euro 4,Noir,Berline,Allemagne,35000,22753.0
Kia,Ceed,2013,108613,2015-11-13,Hybride,Manuelle,130,Euro 1,Gris,Berline,USA,23000,15561.0
Mercedes,GLC,2006,47680,2007-10-07,Diesel,Manuelle,150,Euro 3,Gris,SUV,Espagne,85000,36330.0
Mercedes,Classe E,2011,246445,2014-12-08,Gaz,Manuelle,110,Euro 4,Blanc,Berline,France,75000,28712.0
Tesla,Model 3,2019,188047,2020-05-26,Gaz,Manuelle,110,Euro 5,Noir,Monospace,Japon,45000,31892.0
Ford,Fiesta,2020,12950,2023-04-09,Gaz,Manuelle,90,Euro 6,Rouge,Berline,France,18000,17748.0
Peugeot,3008,2011,199042,2012-10-26,Diesel,Automatique,130,Euro 4,Rouge,SUV,Espagne,35000,16086.0
Audi,A3,2015,141412,2016-09-01,Hybride,Automatique,150,Euro 1,Noir,Berline,Allemagne,34000,23895.0
Volkswagen,Arteon,2013,14625,2015-09-08,Essence,Manuelle,150,Euro 4,Noir,SUV,France,48000,32010.0
Kia,Rio,2020,27139,2021-03-13,Diesel,Automatique,150,Euro 6,Rouge,SUV,Allemagne,18900,19264.0
Renault,Talisman,2010,88329,2012-05-14,Hybride,Manuelle,150,Euro 1,Noir,Berline,France,40000,22250.0
BMW,X5,2009,63503,2009-01-29,Essence,Automatique,150,Euro 3,Rouge,SUV,Allemagne,80000,40425.0
Ford,Fiesta,2023,169548,2023-04-30,Diesel,Manuelle,110,Euro 6,Bleu,Break,Allemagne,18000,15471.0
Dacia,Duster,2009,184232,2010-04-16,Essence,Manuelle,90,Euro 3,Rouge,Berline,France,19900,7326.0
Hyundai,i30,2006,240207,2006-12-20,Gaz,Manuelle,130,Euro 3,Rouge,SUV,Italie,22000,5456.0
Ford,Kuga,2012,248050,2014-11-28,Diesel,Manuelle,110,Euro 4,Gris,Crossover,Allemagne,34000,14040.0
Hyundai,i20,2022,239675,2023-09-23,Electrique,Manuelle,200,Euro 1,Bleu,Crossover,Japon,19500,18815.0
Audi,A6,2021,29368,2024-08-03,Diesel,Automatique,200,Euro 6,Rouge,Berline,Italie,72000,67640.0
Renault,Talisman,2018,201957,2020-04-20,Electrique,Automatique,200,Euro 1,Noir,Break,Allemagne,40000,30380.0
Dacia,Spring,2019,210309,2019-12-11,Gaz,Manuelle,130,Euro 5,Blanc,Crossover,Espagne,22000,15872.0
Dacia,Duster,2016,233489,2016-02-13,Diesel,Automatique,150,Euro 5,Rouge,Crossover,Italie,19900,12402.0
Peugeot,308,2009,211561,2010-07-20,Essence,Automatique,110,Euro 3,Bleu,Break,Japon,30000,10914.0
Dacia,Spring,2017,72172,2020-10-20,Essence,Automatique,110,Euro 5,Bleu,Break,Espagne,22000,17352.0
Citroen,C4,2011,99775,2012-09-12,Gaz,Automatique,200,Euro 4,Bleu,Break,Japon,24000,15340.0
Dacia,Sandero,2009,224720,2009-09-19,Diesel,Manuelle,90,Euro 3,Gris,Berline,Espagne,15900,5544.0
Renault,Clio,2019,166424,2020-04-07,Gaz,Manuelle,90,Euro 5,Bleu,Crossover,Japon,17000,13386.0
Citroen,C3,2018,51910,2021-06-02,Essence,Manuelle,130,Euro 5,Gris,Berline,Japon,16000,12551.0
BMW,Serie 5,2008,168415,2009-11-08,Diesel,Automatique,130,Euro 3,Blanc,Monospace,Italie,65000,24588.0
Hyundai,i20,2014,152275,2014-08-14,Gaz,Manuelle,200,Euro 4,Blanc,Monospace,Espagne,19500,12650.0
Tesla,Model S,2021,11334,2021-04-03,Diesel,Manuelle,150,Euro 6,Bleu,SUV,France,95000,86850.0
Citroen,C3,2019,115547,2022-04-16,Essence,Automatique,90,Euro 5,Noir,Monospace,Allemagne,16000,13246.0
Citroen,C3,2006,50888,2007-12-12,Diesel,Manuelle,110,Euro 3,Bleu,Berline,Espagne,16000,7011.0
Renault,Megane,2009,160055,2010-02-03,Diesel,Manuelle,90,Euro 3,Noir,Break,USA,25000,10101.0
